"city","address_id","street1","street2","zipcode","state","po_box","lat","lng","formatted_address"
"Wilmington",6460,"410 Foulk Rd Ste 100","","19803","DE","",39.7836308,-75.5377158,"410 Foulk Rd #100, Wilmington, DE 19803, USA"
"Wilmington",6461,"1403 Foulk Rd Ste 101","","19803","DE","",39.801138,-75.5254372,"1403 Foulk Rd #101, Wilmington, DE 19803, USA"
"Wilmington",6462,"3401 Brandywine Pkwy Ste 101","","19803","DE","",39.8300328,-75.5339096,"3401 Brandywine Pkwy #101, Wilmington, DE 19803, USA"
"Wilmington",6463,"1409 Foulk Rd Ste 100","","19803","DE","",39.8025582,-75.5266781,"1409 Foulk Rd #100, Wilmington, DE 19803, USA"
"Wilmington",6464,"1401 Foulk Rd Ste 205","","19803","DE","",39.8008273,-75.5239187,"1401 Foulk Rd #205, Wilmington, DE 19803, USA"
"Wilmington",6465,"1401 Foulk Rd Health Ctr","","19803","DE","",39.8008273,-75.5239187,"1401 Foulk Rd Suite 100, Wilmington, DE 19803, USA"
"Wilmington",6466,"410 Foulk Rd","","19803","DE","",39.7836308,-75.5377158,"410 Foulk Rd, Wilmington, DE 19803, USA"
"Wilmington",6467,"718 Wilson Rd","","19803","DE","",39.7912093,-75.5240659,"718 Wilson Rd, Wilmington, DE 19803, USA"
"Wilmington",6468,"1415 Foulk Rd Ste 101","","19803","DE","",39.8021333,-75.5251686,"1415 Foulk Rd #101, Wilmington, DE 19803, USA"
"Wilmington",6469,"410 Foulk Rd Ste 200B","","19803","DE","",39.7836308,-75.5377158,"410 Foulk Rd #200b, Wilmington, DE 19803, USA"
"Wilmington",6470,"1701 Augustine Cut Off","","19803","DE","",39.7619002,-75.5552705,"1701 Augustine Cut Off, Wilmington, DE 19803, USA"
"Dover",6471,"240 Beiser Blvd Ste 101","","19904","DE","",39.153244,-75.5428493,"240 Beiser Blvd #101, Dover, DE 19904, USA"
"Dover",6472,"1169 Walker Rd","","19904","DE","",39.1683911,-75.5523934,"1169 Walker Rd, Dover, DE 19904, USA"
"Dover",6473,"200 Banning St Ste 320","","19904","DE","",39.1534078,-75.5359116,"200 Banning St #320, Dover, DE 19904, USA"
"Dover",6474,"200 Banning St Ste 340","","19904","DE","",39.1534078,-75.5359116,"200 Banning St #340, Dover, DE 19904, USA"
"Dover",6475,"200 Banning St Ste 230","","19904","DE","",39.1534078,-75.5359116,"200 Banning St #230, Dover, DE 19904, USA"
"Dover",6476,"230 Beiser Boulevard S-100","","19904","DE","",39.1538284,-75.5423118,"230 Beiser Blvd, Dover, DE 19904, USA"
"Dover",6477,"1342 S Governors Ave","","19904","DE","",39.1339719,-75.5305494,"1342 S Governors Ave, Dover, DE 19904, USA"
"Dover",6478,"720 S Queen St","","19904","DE","",39.1506818,-75.528989,"720 S Queen St, Dover, DE 19904, USA"
"Dover",6479,"737 S Queen St","","19904","DE","",39.1505083,-75.5280692,"737 S Queen St, Dover, DE 19904, USA"
"Dover",6480,"900 W Baltimore Pk Ste 101","","19904","DE","",NA,NA,NA
"Dover",6481,"725 S Queen St","","19904","DE","",39.1508891,-75.5278333,"725 S Queen St, Dover, DE 19904, USA"
"Dover",6482,"200 Banning St Ste 360","","19904","DE","",39.1534078,-75.5359116,"200 Banning St #360, Dover, DE 19904, USA"
"Dover",6483,"807 S Bradford St","","19904","DE","",39.149703,-75.523383,"807 S Bradford St, Dover, DE 19901, USA"
"Dover",6484,"938 S Bradford St","","19904","DE","",39.1475519,-75.5242967,"938 S Bradford St, Dover, DE 19904, USA"
"Dover",6485,"748 S New St Ste C and D","","19904","DE","",39.1499235,-75.5267675,"748 S New St c, Dover, DE 19904, USA"
"Dover",6486,"260 Beiser Blvd Ste 101","","19904","DE","",39.1525723,-75.5445479,"260 Beiser Blvd #101, Dover, DE 19904, USA"
"Dover",6487,"125 Greentree Dr Ste 1","","19904","DE","",39.1613097,-75.5556149,"125 Greentree Dr #1, Dover, DE 19904, USA"
"Dover",6488,"200 Banning St Ste 240","","19904","DE","",39.1534078,-75.5359116,"200 Banning St #240, Dover, DE 19904, USA"
"Dover",6489,"200 Banning St Ste 370","","19904","DE","",39.1534078,-75.5359116,"200 Banning St #370, Dover, DE 19904, USA"
"Dover",6490,"230 Beiser Blvd Ste 200","","19904","DE","",39.1538284,-75.5423118,"230 Beiser Blvd #200, Dover, DE 19904, USA"
"Dover",6491,"200 Banning St Ste 200","","19904","DE","",39.1534078,-75.5359116,"200 Banning St #200, Dover, DE 19904, USA"
"Dover",6492,"125 Greentree Dr","","19904","DE","",39.1613097,-75.5556149,"125 Greentree Dr, Dover, DE 19904, USA"
"Dover",6493,"200 Banning St Ste 250","Eden Hill Medical Center","19904","DE","",39.1534077,-75.5359115,"200 Banning St, Dover, DE 19904, USA"
"Dover",6494,"1020 Forrest Ave","","19904","DE","",39.1585038,-75.5439963,"1020 Forrest Ave, Dover, DE 19904, USA"
"Camden Wyoming",6495,"120 Old Camden Rd Ste B","","19934","DE","",39.120469,-75.53604,"120 Old Camden Rd b, Camden Wyoming, DE 19934, USA"
"Camden Wyoming",6496,"120 Old Camden Rd Ste C","","19934","DE","",39.120469,-75.53604,"120 Old Camden Rd c, Camden Wyoming, DE 19934, USA"
"Willow Grove",6497,"2400 Maryland Rd Ste 240","","19090","PA","",40.1600616,-75.1334111,"2400 Maryland Rd #240, Willow Grove, PA 19090, USA"
"Warminster",6498,"600 Louis Dr Ste 203A","","18974","PA","",40.200735,-75.0873492,"600 Louis Dr #203a, Warminster, PA 18974, USA"
"Glenside",6499,"255 N Easton Rd","","19038","PA","",40.1046059,-75.149225,"255 N Easton Rd, Glenside, PA 19038, USA"
"Jackson",6500,"271 S New Prospect Rd","","08527","NJ","",40.1275696,-74.2549237,"271 S New Prospect Rd, Jackson, NJ 08527, USA"
"Rehoboth Beach",6501,"18947 John J Williams Hwy Ste 212","","19971","DE","",38.7259977,-75.1387338,"18947 John J Williams Hwy #212, Rehoboth Beach, DE 19971, USA"
"Rehoboth Beach",6502,"18947 John J Williams Hwy","","19971","DE","",38.7259977,-75.1387338,"18947 John J Williams Hwy, Rehoboth Beach, DE 19971, USA"
"Rehoboth Beach",6503,"18947 John J Williams Hwy Ste 201","","19971","DE","",38.7259977,-75.1387338,"18947 John J Williams Hwy #201, Rehoboth Beach, DE 19971, USA"
"Rehoboth Beach",6504,"18947 John J Williams Hwy Ste 205","","19971","DE","",38.7259977,-75.1387338,"18947 John J Williams Hwy #205, Rehoboth Beach, DE 19971, USA"
"Rehoboth Beach",6505,"18598 Coastal Hwy Ste A","","19971","DE","",38.7363593,-75.1415834,"18598 Coastal Hwy a, Rehoboth Beach, DE 19971, USA"
"Rehoboth Beach",6506,"18585 Coastal Hwy U 26","","19971","DE","",38.737522,-75.1407012,"18585 Coastal Hwy, Rehoboth Beach, DE 19971, USA"
"Lewes",6507,"1532 Savannah Rd","","19958","DE","",38.7531331,-75.1611314,"1532 Savannah Rd, Lewes, DE 19958, USA"
"Lewes",6508,"400 Savannah Rd Ste C","","19958","DE","",38.7718979,-75.1420627,"400 Savannah Rd c, Lewes, DE 19958, USA"
"Lewes",6509,"353 Savannah Rd","","19958","DE","",38.7721603,-75.1410579,"353 Savannah Rd, Lewes, DE 19958, USA"
"Lewes",6510,"1526 Savannah Rd","","19958","DE","",38.753793,-75.160529,"1526 Savannah Rd, Lewes, DE 19958, USA"
"Lewes",6511,"1515 Savannah Rd","","19958","DE","",38.7554772,-75.1601106,"1515 Savannah Rd, Lewes, DE 19958, USA"
"Lewes",6512,"400 Savannah Rd Ste A","","19958","DE","",38.7718979,-75.1420627,"400 Savannah Rd a, Lewes, DE 19958, USA"
"Lewes",6513,"16295 Willow Creek Rd","","19958","DE","",38.7637157,-75.2067699,"16295 Willow Creek Rd, Lewes, DE 19958, USA"
"Lewes",6514,"34453 King Street Row","","19958","DE","",38.744028,-75.1498934,"34453 King Street Row, Lewes, DE 19958, USA"
"Lewes",6515,"34434 King Street Row","","19958","DE","",38.7440305,-75.1498923,"34434 King Street Row, Lewes, DE 19958, USA"
"Milton",6516,"611 Federal St Ste 5","","19968","DE","",38.7700407,-75.3143632,"611 Federal St #5, Milton, DE 19968, USA"
"Milton",6517,"124 Broadkill Rd","","19968","DE","",38.7880619,-75.3147672,"124 Broadkill Rd, Milton, DE 19968, USA"
"Milton",6518,"424 Mulberry St Ste 1","","19968","DE","",38.7828195,-75.3171126,"424 Mulberry St #1, Milton, DE 19968, USA"
"Milford",6519,"802 N DuPont Blvd","","19963","DE","",38.9229916,-75.4364513,"802 N Dupont Blvd, Milford, DE 19963, USA"
"Milford",6520,"800 N Dupont Blvd","","19963","DE","",38.92307,-75.434682,"800 N Dupont Blvd, Milford, DE 19963, USA"
"Milford",6521,"113 Neurology Way","","19963","DE","",38.932134,-75.45531,"113 Neurology Way, Milford, DE 19963, USA"
"Orefield",6522,"5300 Kidspeace Dr","","18069","PA","",40.6478969,-75.612948,"5300 Kidspeace Dr, Orefield, PA 18069, USA"
"Breinigsville",6523,"9620 Hamilton Blvd Ste A","","18031","PA","",40.5414208,-75.6476366,"9620 Hamilton Blvd a, Breinigsville, PA 18031, USA"
"Oley",6524,"346 Main St","","19547","PA","",40.3893288,-75.7921135,"346 Main St, Oley, PA 19547, USA"
"Reading",6525,"3970 Perkiomen Ave Ste 202","","19606","PA","",40.3127692,-75.8703686,"3970 Perkiomen Ave #202, Reading, PA 19606, USA"
"Albrightsville",6526,"2599 State Rt 903","","18210","PA","",41.0105845,-75.5976137,"2599 PA-903, Albrightsville, PA 18210, USA"
"Lancaster",6527,"1613 Oregon Pike","","17601","PA","",40.0651976,-76.3052665,"1613 Oregon Pike, Lancaster, PA 17601, USA"
"Lancaster",6528,"135 Crosswick Ln","","17601","PA","",40.089852,-76.260477,"135 Crosswick Ln, Lancaster, PA 17601, USA"
"Lancaster",6529,"1767 Columbia Ave","","17603","PA","",40.0380877,-76.3530081,"1767 Columbia Ave, Lancaster, PA 17603, USA"
"Lancaster",6530,"90 Good Dr Ste 203","","17603","PA","",40.0424875,-76.359962,"90 Good Dr #203, Lancaster, PA 17603, USA"
"Lancaster",6531,"90 Good Dr Ste 201B","","17603","PA","",40.0424875,-76.359962,"90 Good Dr #201b, Lancaster, PA 17603, USA"
"Lancaster",6532,"605 W Walnut St","","17603","PA","",40.0415928,-76.3181856,"605 W Walnut St, Lancaster, PA 17603, USA"
"Lancaster",6533,"812 N Prince St","","17603","PA","",40.049876,-76.311306,"812 N Prince St, Lancaster, PA 17603, USA"
"York",6534,"2200 S George St Ste E","","17403","PA","",39.9264971,-76.7137633,"2200 S George St e, York, PA 17403, USA"
"Chambersburg",6535,"1070 Stouffer Ave","","17201","PA","",39.9159951,-77.649172,"1070 Stouffer Ave, Chambersburg, PA 17201, USA"
"Chambersburg",6536,"1425 Philadelphia Ave","","17201","PA","",39.9531488,-77.6475557,"1425 Philadelphia Ave, Chambersburg, PA 17201, USA"
"Chambersburg",6537,"2075 Scotland Ave","","17201","PA","",39.9574099,-77.6333893,"2075 Scotland Ave, Chambersburg, PA 17201, USA"
"Chambersburg",6538,"55 S 2nd St","","17201","PA","",39.936099,-77.659613,"55 S 2nd St, Chambersburg, PA 17201, USA"
"Gettysburg",6539,"20 Expedition Trl Ste 102","","17325","PA","",39.8451945,-77.1861547,"20 Expedition Trail #102, Gettysburg, PA 17325, USA"
"Hollidaysburg",6540,"800 S Logan Blvd Ste 1100","","16648","PA","",40.4544491,-78.3947909,"800 S Logan Blvd #1100, Hollidaysburg, PA 16648, USA"
"Wilmington",6541,"701 N Clayton St 3rd FlR","","19805","DE","",39.7497872,-75.5676839,"701 N Clayton St, Wilmington, DE 19805, USA"
"Wilmington",6542,"701 N Clayton St MOB 505","","19805","DE","",39.7497872,-75.5676839,"701 N Clayton St, Wilmington, DE 19805, USA"
"Wilmington",6543,"1702 Kirkwood Hwy Ste 101","","19805","DE","",39.7381918,-75.6063478,"1702 Kirkwood Hwy #101, Wilmington, DE 19805, USA"
"Wilmington",6544,"305 N Union St Ste 110","","19805","DE","",39.7491047,-75.5733889,"305 N Union St #110, Wilmington, DE 19805, USA"
"Wilmington",6545,"1802 W 4th St","","19805","DE","",39.7481624,-75.5710168,"1802 W 4th St, Wilmington, DE 19805, USA"
"Wilmington",6546,"910 N Union St","","19805","DE","",39.7537687,-75.5694811,"910 N Union St, Wilmington, DE 19805, USA"
"Wilmington",6547,"1100 N Grant Ave 2nd Fl","","19805","DE","",39.7556902,-75.5695108,"1100 N Grant Ave, Wilmington, DE 19805, USA"
"Chestertown",6548,"521 Washington Ave","","21620","MD","",39.222033,-76.068319,"521 Washington Ave, Chestertown, MD 21620, USA"
"Chestertown",6549,"6602 Church Hill Rd Ste 400","","21620","MD","",39.1978507,-76.0365117,"6602 Church Hill Rd #400, Chestertown, MD 21620, USA"
"Chestertown",6550,"100 Brown St","","21620","MD","",39.21837,-76.064499,"100 Brown St, Chestertown, MD 21620, USA"
"Chestertown",6551,"516 Washington Ave","","21620","MD","",39.222063,-76.069773,"516 Washington Ave, Chestertown, MD 21620, USA"
"Chestertown",6552,"126 Philosophers Ter Ste 103","","21620","MD","",39.212535,-76.0649849,"126 Philosophers Terrace #103, Chestertown, MD 21620, USA"
"North East",6553,"322 E Cecil Ave","","21901","MD","",39.601221,-75.936061,"322 E Cecil Ave, North East, MD 21901, USA"
"Newark",6554,"4735 Ogletown Stanton Rd","Medical Arts Pavilion 2 Ste 3301","19713","DE","",39.6856858,-75.6729487,"4735 Ogletown Stanton Rd #1250, Newark, DE 19713, USA"
"Newark",6555,"4735 Ogletown Stanton Rd","Medical Arts Pavilion 2 Ste 2224","19713","DE","",39.6856858,-75.6729487,"4735 Ogletown Stanton Rd #1250, Newark, DE 19713, USA"
"Newark",6556,"4735 Ogletown Stanton Rd","Medical Arts Pavilion 2 Ste 2103","19713","DE","",39.6856858,-75.6729487,"4735 Ogletown Stanton Rd #1250, Newark, DE 19713, USA"
"Newark",6557,"4735 Ogletown Stanton Rd Ste 1109 MAP 2","","19713","DE","",39.6878745,-75.6690037,"4735 Ogletown Stanton Rd #1109, Newark, DE 19713, USA"
"Newark",6558,"4745 Ogletown Stanton Rd MAP 1 Ste 105","","19713","DE","",39.6881942,-75.6707503,"4745 Ogletown Stanton Rd #105, Newark, DE 19713, USA"
"Newark",6559,"1 Centurian Dr Ste 310B","","19713","DE","",39.6958922,-75.6567592,"1 One Centurian Dr #310b, Newark, DE 19713, USA"
"Newark",6560,"E-62 Omega Dr Omega Professional Ctr","","19713","DE","",39.6896775,-75.6748933,"15 Omega Dr # K, Newark, DE 19713, USA"
"Newark",6561,"537 Stanton Christiana Rd S-210","Apex Medical Center","19713","DE","",39.6984376,-75.6520067,"537 Stanton Christiana Rd, Newark, DE 19713, USA"
"Newark",6562,"537 Stanton Christiana Rd Ste 102","","19713","DE","",39.6984376,-75.6520067,"537 Stanton Christiana Rd #102, Newark, DE 19713, USA"
"Newark",6563,"1101 Twin C Ln","","19713","DE","",39.6974903,-75.6574377,"1101 Twin C Ln, Newark, DE 19713, USA"
"Newark",6564,"4735 Ogletown-Stanton Rd MAP 2 Ste 3302","","19713","DE","",39.6855158,-75.6729892,"4735 Ogletown Stanton Rd #3302, Newark, DE 19713, USA"
"Newark",6565,"200 Continental Dr Ste 112","","19713","DE","",39.6869933,-75.6583608,"200 Continental Dr #112, Newark, DE 19713, USA"
"Newark",6566,"4745 Ogletown Stanton Rd MAP 1 Ste 216","","19713","DE","",39.6881942,-75.6707503,"4745 Ogletown Stanton Rd #216, Newark, DE 19713, USA"
"Newark",6567,"K-15 Omega Dr Ste 5","","19713","DE","",39.689884,-75.6751161,"15 Omega Dr #5, Newark, DE 19713, USA"
"Newark",6568,"4745 Ogletown Stanton Rd Ste 112","","19713","DE","",39.6881942,-75.6707503,"4745 Ogletown Stanton Rd #112, Newark, DE 19713, USA"
"Newark",6569,"4745 Ogletown Stanton Rd MAP1 Ste 111","","19713","DE","",39.692059,-75.669905,"4745 Ogletown Stanton Rd #111, Newark, DE 19713, USA"
"Newark",6570,"87B Omega Dr","","19713","DE","",39.6919432,-75.6771818,"87 Omega Dr, Newark, DE 19713, USA"
"Newark",6571,"4745 Ogletown-Stanton Road S-134","","19713","DE","",39.6881942,-75.6707503,"4745 Ogletown Stanton Rd, Newark, DE 19713, USA"
"Newark",6572,"1 Centurian Dr Ste 312","","19713","DE","",39.6958922,-75.6567592,"1 One Centurian Dr #312, Newark, DE 19713, USA"
"Newark",6573,"131 E Chestnut Hill Rd","","19713","DE","",39.6575014,-75.7482727,"131 E Chestnut Hill Rd, Newark, DE 19713, USA"
"Newark",6574,"94 Omega Dr","","19713","DE","",39.6920701,-75.6771123,"94 Omega Dr, Newark, DE 19713, USA"
"Newark",6575,"15 Omega Dr Bldg K","","19713","DE","",39.689884,-75.6751161,"15 Omega Dr, Newark, DE 19713, USA"
"Newark",6576,"537 Stanton Christiana Rd S-212","","19713","DE","",39.6984376,-75.6520067,"537 Stanton Christiana Rd, Newark, DE 19713, USA"
"Newark",6577,"774 Christiana Rd Ste 202","","19713","DE","",39.6790637,-75.6896171,"774 Christiana Rd #202, Newark, DE 19713, USA"
"Newark",6578,"1096 Old Churchmans Rd","","19713","DE","",39.6951968,-75.6626716,"1096 Old Churchmans Rd, Newark, DE 19713, USA"
"Newark",6579,"1 Centurian Dr Ste 301","","19713","DE","",39.6958922,-75.6567592,"1 One Centurian Dr #301, Newark, DE 19713, USA"
"Newark",6580,"774 Christiana Rd Ste 109","","19713","DE","",39.6790637,-75.6896171,"774 Christiana Rd #109, Newark, DE 19713, USA"
"Newark",6581,"1101 Twin C Ln Ste 201","","19713","DE","",39.6974903,-75.6574377,"1101 Twin C Ln #201, Newark, DE 19713, USA"
"Newark",6582,"4745 Ogletown-Stanton Rd S-208","","19713","DE","",39.6881942,-75.6707503,"4745 Ogletown Stanton Rd #208, Newark, DE 19713, USA"
"Newark",6583,"4102 Ogletown Stanton Rd Ste S1","","19713","DE","",39.6851859,-75.6848765,"4102 Ogletown Stanton Rd, Newark, DE 19713, USA"
"Newark",6584,"910 S Chapel St Ste 205","","19713","DE","",39.6581535,-75.7345471,"910 S Chapel St #205, Newark, DE 19713, USA"
"Newark",6585,"1082 Old Churchmans Rd Ste 100","","19713","DE","",39.693523,-75.6613999,"1082 Old Churchmans Rd #100, Newark, DE 19713, USA"
"Newark",6586,"774 Christiana Rd Ste B4","","19713","DE","",39.6790637,-75.6896171,"774 Christiana Rd, Newark, DE 19713, USA"
"Newark",6587,"4051 Ogletown Rd Ste 103 Sabre Bldg","","19713","DE","",39.6792406,-75.6915199,"4051 Ogletown Stanton Rd #103, Newark, DE 19713, USA"
"Newark",6588,"4745 Ogletown Stanton Rd Ste 225","","19713","DE","",39.6881942,-75.6707503,"4745 Ogletown Stanton Rd #225, Newark, DE 19713, USA"
"Newark",6589,"1000 Twin C Ln","","19713","DE","",39.6974276,-75.6541689,"1000 Twin C Ln, Newark, DE 19713, USA"
"Newark",6590,"875 AAA Blvd Ste B","","19713","DE","",39.6913495,-75.6519509,"875 Aaa Blvd b, Newark, DE 19713, USA"
"Wilmington",6591,"1941 Limestone Rd Ste 200","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #200, Wilmington, DE 19808, USA"
"Wilmington",6592,"1941 Limestone Rd Ste 217","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #217, Wilmington, DE 19808, USA"
"Wilmington",6593,"5307 Limestone Rd Ste 202","","19808","DE","",39.7439517,-75.6928728,"5307 Limestone Rd #202, Wilmington, DE 19808, USA"
"Wilmington",6594,"5578 and 5580 Kirkwood Hwy","Orchard Commons Plz","19808","DE","",39.6898109,-75.7315149,"Kirkwood Hwy & Orchard Ave, Newark, DE 19711, USA"
"Wilmington",6595,"5305 Limestone Rd Ste 201","","19808","DE","",39.743668,-75.692099,"5305 Limestone Rd #201, Wilmington, DE 19808, USA"
"Wilmington",6596,"1941 Limestone Rd Ste 209","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #209, Wilmington, DE 19808, USA"
"Wilmington",6597,"2601 Annand Dr Ste 23","","19808","DE","",39.7157862,-75.6750508,"2601 Annand Dr #23, Wilmington, DE 19808, USA"
"Wilmington",6598,"4512 Kirkwood Hwy Ste 200","","19808","DE","",39.7245786,-75.6552261,"4512 Kirkwood Hwy #200, Wilmington, DE 19808, USA"
"Wilmington",6599,"2055 Limestone Rd Ste 102","","19808","DE","",39.7233481,-75.6570393,"2055 Limestone Rd #102, Wilmington, DE 19808, USA"
"Wilmington",6600,"5311 Limestone Rd Ste 100","","19808","DE","",39.7447152,-75.6930837,"5311 Limestone Rd #100, Wilmington, DE 19808, USA"
"Wilmington",6601,"2006 Limestone Rd Ste 2","","19808","DE","",39.719982,-75.655401,"2006 Limestone Rd #2, Wilmington, DE 19808, USA"
"Wilmington",6602,"4512 Kirkwood Hwy Ste 300","","19808","DE","",39.7245786,-75.6552261,"4512 Kirkwood Hwy #300, Wilmington, DE 19808, USA"
"Wilmington",6603,"1801 Milltown Rd","John Dickinson High School","19808","DE","",39.7282686,-75.6734461,"1801 Milltown Rd, Wilmington, DE 19808, USA"
"Wilmington",6604,"5153 W Woodmill Dr Ste 18","","19808","DE","",39.7182574,-75.6705558,"5153 W Woodmill Dr #18, Wilmington, DE 19808, USA"
"Wilmington",6605,"5311 Limestone Rd","","19808","DE","",39.7447152,-75.6930837,"5311 Limestone Rd, Wilmington, DE 19808, USA"
"Wilmington",6606,"708 Greenbank Rd","","19808","DE","",39.7359405,-75.6354628,"708 Greenbank Rd, Wilmington, DE 19808, USA"
"Wilmington",6607,"2710 Centerville Rd Ste 102","","19808","DE","",39.7544073,-75.6237661,"2710 Centerville Rd #102, Wilmington, DE 19808, USA"
"Wilmington",6608,"1941 Limestone Rd Ste 101","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #101, Wilmington, DE 19808, USA"
"Wilmington",6609,"1941 Limestone Rd Ste 213","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #213, Wilmington, DE 19808, USA"
"Wilmington",6610,"1941 Limestone Rd Ste 210","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #210, Wilmington, DE 19808, USA"
"Wilmington",6611,"2600 Glasgow Ave Ste 101","Glascow Medical Center","19808","DE","",39.599234,-75.744848,"2600 Glasgow Ave # 100, Newark, DE 19702, USA"
"Wilmington",6612,"3105 Limestone Rd Ste 303","","19808","DE","",39.7333278,-75.6695284,"3105 Limestone Rd #303, Wilmington, DE 19808, USA"
"Wilmington",6613,"2055 Limestone Rd Ste 111","","19808","DE","",39.7233481,-75.6570393,"2055 Limestone Rd #111, Wilmington, DE 19808, USA"
"Wilmington",6614,"1601 Milltown Rd Ste 24","","19808","DE","",39.7288905,-75.6707534,"1601 Milltown Rd #24, Wilmington, DE 19808, USA"
"Wilmington",6615,"1941 Limestone Rd Ste 208","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #208, Wilmington, DE 19808, USA"
"Wilmington",6616,"2601 Annand Dr Ste 4","","19808","DE","",39.7157862,-75.6750508,"2601 Annand Dr #4, Wilmington, DE 19808, USA"
"Wilmington",6617,"3105 Limestone Rd Ste 301","","19808","DE","",39.7333278,-75.6695284,"3105 Limestone Rd #301, Wilmington, DE 19808, USA"
"Wilmington",6618,"4512 Kirkwood Hwy Ste 101","","19808","DE","",39.7245786,-75.6552261,"4512 Kirkwood Hwy #101, Wilmington, DE 19808, USA"
"Wilmington",6619,"4512 Kirkwood Hwy Ste 302","","19808","DE","",39.7245786,-75.6552261,"4512 Kirkwood Hwy #302, Wilmington, DE 19808, USA"
"Wilmington",6620,"5311 Limestone Rd Ste 200","","19808","DE","",39.7447152,-75.6930837,"5311 Limestone Rd #200, Wilmington, DE 19808, USA"
"Wilmington",6621,"3722 Old Capitol Trl","","19808","DE","",39.7275169,-75.6376799,"3722 Old Capitol Trail, Wilmington, DE 19808, USA"
"Wilmington",6622,"4600 New Linden Hill Rd Ste 204","","19808","DE","",39.737283,-75.690311,"4600 New Linden Hill Rd #204, Wilmington, DE 19808, USA"
"Wilmington",6623,"2601 Annand Dr Ste 14","","19808","DE","",39.7157862,-75.6750508,"2601 Annand Dr #14, Wilmington, DE 19808, USA"
"Wilmington",6624,"2601 Annand Dr Ste 13","","19808","DE","",39.7157862,-75.6750508,"2601 Annand Dr #13, Wilmington, DE 19808, USA"
"Wilmington",6625,"5515 Kirkwood Hwy","","19808","DE","",39.715997,-75.673223,"5515 Kirkwood Hwy, Wilmington, DE 19808, USA"
"Wilmington",6626,"5311 Limestone Rd Ste 203","","19808","DE","",39.7447152,-75.6930837,"5311 Limestone Rd #203, Wilmington, DE 19808, USA"
"Wilmington",6627,"4512 Kirkwood Hwy Ste 202","","19808","DE","",39.7245786,-75.6552261,"4512 Kirkwood Hwy #202, Wilmington, DE 19808, USA"
"Wilmington",6628,"4512 Kirkwood Hwy Ste 201","","19808","DE","",39.7245786,-75.6552261,"4512 Kirkwood Hwy #201, Wilmington, DE 19808, USA"
"Wilmington",6629,"2006 Limestone Rd Ste 3","","19808","DE","",39.719982,-75.655401,"2006 Limestone Rd #3, Wilmington, DE 19808, USA"
"Wilmington",6630,"2006 Limestone Rd Ste 7","","19808","DE","",39.719982,-75.655401,"2006 Limestone Rd #7, Wilmington, DE 19808, USA"
"Wilmington",6631,"1601 Milltown Rd Ste 17","","19808","DE","",39.7288905,-75.6707534,"1601 Milltown Rd #17, Wilmington, DE 19808, USA"
"Wilmington",6632,"1941 Limestone Rd Ste 218","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #218, Wilmington, DE 19808, USA"
"Wilmington",6633,"1941 Limestone Rd Ste 207","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #207, Wilmington, DE 19808, USA"
"Wilmington",6634,"1941 Limestone Rd Ste 203","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #203, Wilmington, DE 19808, USA"
"Wilmington",6635,"3105 Limestone Rd Ste 300","","19808","DE","",39.7333278,-75.6695284,"3105 Limestone Rd #300, Wilmington, DE 19808, USA"
"Wilmington",6636,"1941 Limestone Rd Ste 202","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #202, Wilmington, DE 19808, USA"
"Wilmington",6637,"2055 Limestone Rd Ste 103","","19808","DE","",39.7233481,-75.6570393,"2055 Limestone Rd #103, Wilmington, DE 19808, USA"
"Wynnewood",6638,"100 E Lancaster Ave Ste 561","","19096","PA","",39.9883897,-75.2620003,"100 Lancaster Ave #561, Wynnewood, PA 19096, USA"
"Bryn Mawr",6639,"663 W Lancaster Ave","","19010","PA","",40.0188262,-75.3129749,"663 West Lancaster Avenue, Bryn Mawr, PA 19010, USA"
"Bala Cynwyd",6640,"33 Rock Hill Rd","","19004","PA","",40.0195997,-75.2394633,"33 Rock Hill Rd, Bala Cynwyd, PA 19004, USA"
"Harrington",6641,"205 Shaw Ave","","19952","DE","",38.9281011,-75.5663999,"205 Shaw Ave, Harrington, DE 19952, USA"
"Milford",6642,"806 Seabury Ave","","19963","DE","",38.9009607,-75.4369649,"806 Seabury Ave, Milford, DE 19963, USA"
"Chalfont",6643,"1200 Manor Dr","","18914","PA","",40.2653853,-75.2218258,"1200 Manor Dr, Chalfont, PA 18914, USA"
"Doylestown",6644,"599 W State St Ste 205","","18901","PA","",40.3067146,-75.1473903,"599 W State St #205, Doylestown, PA 18901, USA"
"Ottsville",6645,"8784 Easton Rd","","18942","PA","",40.5142621,-75.1631812,"8784 Easton Rd, Ottsville, PA 18942, USA"
"Freehold",6646,"115 Dutch Lane Rd","","07728","NJ","",40.271232,-74.259913,"115 Dutch Lane Rd, Freehold, NJ 07728, USA"
