"city","address_id","street1","street2","zipcode","state","po_box","lat","lng","formatted_address"
"Huntingdon",1842,"1229 Warm Springs Ave","","16652","PA","",40.4930881,-78.0143326,"1229 Warm Springs Ave, Huntingdon, PA 16652, USA"
"Huntingdon",1843,"6716 Towne Center Blvd","","16652","PA","",40.4906053,-78.0441663,"6716 Towne Center Blvd, Huntingdon, PA 16652, USA"
"Philadelphia",1844,"3 Crescent Dr Ste 100","","19112","PA","",39.8959399,-75.1740103,"3 Crescent Dr #100, Philadelphia, PA 19112, USA"
"Philadelphia",1845,"4050 S 26th St","","19112","PA","",39.8995037,-75.1946806,"4050 S 26th St, Philadelphia, PA 19112, USA"
"Philadelphia",1846,"4050 S 26th St Ste 140","","19112","PA","",39.8995037,-75.1946806,"4050 S 26th St #140, Philadelphia, PA 19112, USA"
"Philadelphia",1847,"1200 Constitution Ave","","19112","PA","",39.891205,-75.1723754,"1200 Constitution Ave, Philadelphia, PA 19112, USA"
"Philadelphia",1848,"2301 S Broad St Ste 102","","19148","PA","",39.9212011,-75.1696746,"2301 S Broad St #102, Philadelphia, PA 19148, USA"
"Philadelphia",1849,"1339 W Porter St","","19148","PA","",39.9194798,-75.1701208,"1339 W Porter St, Philadelphia, PA 19148, USA"
"Philadelphia",1850,"1805 S Broad St","","19148","PA","",39.9278179,-75.1686194,"1805 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1851,"2301 S Broad St 2nd Fl","","19148","PA","",39.9212011,-75.1696746,"2301 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1852,"1300 Wolf St 1st Fl","","19148","PA","",39.9215186,-75.1686253,"1300 Wolf St, Philadelphia, PA 19148, USA"
"Philadelphia",1853,"2301 S Broad St","Bove Center for Diabetic Care","19148","PA","",39.9212011,-75.1696746,"2301 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1854,"1317 Wolf St","","19148","PA","",39.921892,-75.168743,"1317 Wolf St, Philadelphia, PA 19148, USA"
"Philadelphia",1855,"2301 S Broad St Ste 205 MOB","","19148","PA","",39.9212012,-75.1696745,"2301 S Broad St #205, Philadelphia, PA 19148, USA"
"Philadelphia",1856,"1300 Wolf St 3rd Fl","","19148","PA","",39.9215186,-75.1686253,"1300 Wolf St, Philadelphia, PA 19148, USA"
"Philadelphia",1857,"1300 Wolf St","","19148","PA","",39.9215186,-75.1686253,"1300 Wolf St, Philadelphia, PA 19148, USA"
"Philadelphia",1858,"1302 Wolf St","","19148","PA","",39.9217136,-75.1688206,"1302 Wolf St, Philadelphia, PA 19148, USA"
"Philadelphia",1859,"2301 S Broad St Rm 153","","19148","PA","",39.9212011,-75.1696746,"2301 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1860,"201 McKean St","","19148","PA","",39.9231632,-75.1497362,"201 McKean St, Philadelphia, PA 19148, USA"
"Philadelphia",1861,"1818 E Passyunk Ave","","19148","PA","",39.927207,-75.166297,"1818 E Passyunk Ave, Philadelphia, PA 19148, USA"
"Philadelphia",1862,"2301 S Broad St 1st Fl","","19148","PA","",39.9212011,-75.1696746,"2301 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1863,"2301 S Broad St","","19148","PA","",39.9212011,-75.1696746,"2301 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1864,"1626 E Passyunk Ave","","19148","PA","",39.9293735,-75.1643325,"1626 E Passyunk Ave, Philadelphia, PA 19148, USA"
"Philadelphia",1865,"1703 S Broad St 3rd Fl","","19148","PA","",39.9290683,-75.1682904,"1703 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1866,"1026 W Oregon Ave","","19148","PA","",39.9159001,-75.1661175,"1026 W Oregon Ave, Philadelphia, PA 19148, USA"
"Philadelphia",1867,"1332 W Ritner St","","19148","PA","",39.9203812,-75.1696688,"1332 W Ritner St, Philadelphia, PA 19148, USA"
"Philadelphia",1868,"1324 W Ritner St","","19148","PA","",39.920332,-75.1693246,"1324 W Ritner St, Philadelphia, PA 19148, USA"
"Philadelphia",1869,"2240 S 3rd St 2nd Fl","","19148","PA","",39.919694,-75.1522084,"2240 S 3rd St, Philadelphia, PA 19148, USA"
"Philadelphia",1870,"1841 S Broad St","","19148","PA","",39.9269271,-75.1688044,"1841 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1871,"2401 S Broad St","","19148","PA","",39.920489,-75.170188,"2401 S Broad St, Philadelphia, PA 19148, USA"
"Philadelphia",1872,"1411 Wolf St","","19145","PA","",39.9221273,-75.1707772,"1411 Wolf St, Philadelphia, PA 19145, USA"
"Philadelphia",1873,"1700 S Broad St Ste 301","","19145","PA","",39.9291811,-75.1692716,"1700 S Broad St #301, Philadelphia, PA 19145, USA"
"Philadelphia",1874,"2228 S Broad St","","19145","PA","",39.9223347,-75.1704677,"2228 S Broad St, Philadelphia, PA 19145, USA"
"Philadelphia",1875,"2342 S Broad St","","19145","PA","",39.9208229,-75.170782,"2342 S Broad St, Philadelphia, PA 19145, USA"
"Philadelphia",1876,"2422 S Broad St 2nd Fl","","19145","PA","",39.9199832,-75.1707032,"2422 S Broad St, Philadelphia, PA 19145, USA"
"Philadelphia",1877,"2422-24 S Broad St 1st Fl","","19145","PA","",39.9199832,-75.1707032,"2422 S Broad St, Philadelphia, PA 19145, USA"
"Philadelphia",1878,"2422 S Broad St 3rd Fl","","19145","PA","",39.9199832,-75.1707032,"2422 S Broad St, Philadelphia, PA 19145, USA"
"Philadelphia",1879,"2534 S 18th St","","19145","PA","",39.9191279,-75.1776704,"2534 S 18th St, Philadelphia, PA 19145, USA"
"Philadelphia",1880,"2101 Snyder Ave","","19145","PA","",39.9259823,-75.1812293,"2101 Snyder Ave, Philadelphia, PA 19145, USA"
"Philadelphia",1881,"1520 Snyder Ave","","19145","PA","",39.9245211,-75.1722391,"1520 Snyder Ave, Philadelphia, PA 19145, USA"
"Philadelphia",1882,"2300 S Broad St Ste 201","","19145","PA","",39.9217862,-75.1706134,"2300 S Broad St #201, Philadelphia, PA 19145, USA"
"Philadelphia",1883,"2129 W Oregon Ave 1st Fl","","19145","PA","",39.9187151,-75.1841454,"2129 W Oregon Ave, Philadelphia, PA 19145, USA"
"Philadelphia",1884,"1809 W Oregon Ave","","19145","PA","",39.9181171,-75.1782477,"1809 W Oregon Ave, Philadelphia, PA 19145, USA"
"Philadelphia",1885,"1546 Packer Ave","","19145","PA","",39.9113654,-75.1756405,"1546 Packer Ave, Philadelphia, PA 19145, USA"
"Philadelphia",1886,"3400 S Broad St","NovaCare Complex 2 NovaCare Way","19145","PA","",39.9072731,-75.1766724,"2 Novacare Way, Philadelphia, PA 19145, USA"
"Philadelphia",1887,"7418 Buist Ave","","19153","PA","",39.910342,-75.243215,"7418 Buist Ave, Philadelphia, PA 19153, USA"
"Camden",1888,"1 Cooper Plz","","08103","NJ","",39.9415887,-75.116917,"1 Cooper Plaza, Camden, NJ 08103, USA"
"Camden",1889,"3 Cooper Plz Ste 510","","08103","NJ","",39.940857,-75.113935,"3 Cooper Plaza #510, Camden, NJ 08103, USA"
"Camden",1890,"1600 Haddon Ave","","08103","NJ","",39.9279279,-75.0947329,"1600 Haddon Ave, Camden, NJ 08103, USA"
"Camden",1891,"602 S Broadway","","08103","NJ","",39.9376979,-75.119053,"602 Broadway, Camden, NJ 08103, USA"
"Philadelphia",1892,"1740 South St","","19146","PA","",39.9441824,-75.1717273,"1740 South St, Philadelphia, PA 19146, USA"
"Philadelphia",1893,"1800 Lombard St","","19146","PA","",39.9448584,-75.1726543,"1800 Lombard St, Philadelphia, PA 19146, USA"
"Philadelphia",1894,"1840 South St 3rd Fl","","19146","PA","",39.9443579,-75.1732249,"1840 South St, Philadelphia, PA 19146, USA"
"Philadelphia",1895,"1800 Lombard St Ground Fl","","19146","PA","",39.944851,-75.172539,"1800 Lombard St, Philadelphia, PA 19146, USA"
"Philadelphia",1896,"1740 South St Ste 200","","19146","PA","",39.9441824,-75.1717273,"1740 South St #200, Philadelphia, PA 19146, USA"
"Philadelphia",1897,"1840 South St","Tuttleman Bldg","19146","PA","",39.9443579,-75.1732248,"1840 South St, Philadelphia, PA 19146, USA"
"Philadelphia",1898,"1800 Lombard St 3rd Fl","","19146","PA","",39.9448584,-75.1726543,"1800 Lombard St, Philadelphia, PA 19146, USA"
"Philadelphia",1899,"8019 Frankford Ave","","19136","PA","",40.0413856,-75.0271629,"8019 Frankford Ave, Philadelphia, PA 19136, USA"
"Philadelphia",1900,"8019 Frankford Ave Ste A","","19136","PA","",40.0413856,-75.0271629,"8019 Frankford Ave a, Philadelphia, PA 19136, USA"
"Philadelphia",1901,"3998 Red Lion Rd","","19114","PA","",40.0712077,-74.9827324,"3998 Red Lion Rd, Philadelphia, PA 19114, USA"
"Philadelphia",1902,"9501 Roosevelt Blvd Ste 206","","19114","PA","",40.0807685,-75.0269035,"9501 Roosevelt Blvd #206, Philadelphia, PA 19114, USA"
"Philadelphia",1903,"Red Lion and Knights Rd Ste 210","","19114","PA","",40.0719989,-74.9810404,"Knights Rd & Red Lion Rd, Philadelphia, PA 19154, USA"
"Philadelphia",1904,"3998 Red Lion Rd Lower Level","","19114","PA","",40.0712889,-74.9827862,"Aria - Jefferson Health, Torresdale Campus, 3998 Red Lion Rd, Philadelphia, PA 19114, USA"
"Philadelphia",1905,"2835 Tyson Ave","","19149","PA","",40.0395929,-75.0565467,"2835 Tyson Ave, Philadelphia, PA 19149, USA"
"Philadelphia",1906,"7198 Castor Ave","","19149","PA","",40.0493748,-75.068299,"7198 Castor Ave, Philadelphia, PA 19149, USA"
"Philadelphia",1907,"3458 Cottman Ave","","19149","PA","",40.0376116,-75.0429106,"3458 Cottman Ave, Philadelphia, PA 19149, USA"
"Philadelphia",1908,"7133 Roosevelt Blvd","","19149","PA","",40.0420951,-75.0559211,"7133 Roosevelt Blvd, Philadelphia, PA 19149, USA"
"Philadelphia",1909,"8001 Roosevelt Blvd","","19152","PA","",40.056294,-75.0453277,"8001 Roosevelt Blvd, Philadelphia, PA 19152, USA"
"Philadelphia",1910,"2701 Holme Ave Ste 302","","19152","PA","",40.058574,-75.0418451,"2701 Holme Ave #302, Philadelphia, PA 19152, USA"
"Philadelphia",1911,"2630 Holme Ave Ste 200","","19152","PA","",40.0580684,-75.0434555,"2630 Holme Ave #200, Philadelphia, PA 19152, USA"
"Philadelphia",1912,"2701 Holme Ave Ste 107","","19152","PA","",40.058574,-75.0418451,"2701 Holme Ave #107, Philadelphia, PA 19152, USA"
"Philadelphia",1913,"2601 Holme Ave","","19152","PA","",40.0588411,-75.0421637,"2601 Holme Ave, Philadelphia, PA 19152, USA"
"Philadelphia",1914,"8025 Roosevelt Blvd","","19152","PA","",40.0572441,-75.0450665,"8025 Roosevelt Blvd, Philadelphia, PA 19152, USA"
"Philadelphia",1915,"Frankford Ave and Wakeling St Ste 2","","19124","PA","",40.0203252,-75.0804778,"Frankford Ave & Wakeling St, Philadelphia, PA 19124, USA"
"Philadelphia",1916,"2301 E Allegheny Ave","","19134","PA","",39.9897389,-75.1063483,"2301 E Allegheny Ave, Philadelphia, PA 19134, USA"
"Philadelphia",1917,"2301 E Allegheny Ave","Temple Northeastern","19134","PA","",39.989965,-75.106029,"2301 E Allegheny Ave # 180, Philadelphia, PA 19134, USA"
"Philadelphia",1918,"2301 E Allegheny Ave Ste 140A","","19134","PA","",39.9897389,-75.1063483,"2301 E Allegheny Ave #140a, Philadelphia, PA 19134, USA"
"Bensalem",1919,"3300 Tillman Dr","Bucks County Specialty Hospital","19020","PA","",40.1129188,-74.9627968,"Bucks County Specialty Hospital, Glenview Corporate Center, 2nd Floor, 3300 Tillman Dr, Bensalem, PA 19020, United States"
"Bensalem",1920,"3300 Tillman Dr Ste G5","","19020","PA","",40.112953,-74.9628014,"3300 Tillman Dr, Bensalem, PA 19020, USA"
"Bensalem",1921,"1950 Street Rd Ste 100","","19020","PA","",40.0968778,-74.9461312,"1950 Street Rd #100, Bensalem, PA 19020, USA"
"Bensalem",1922,"2185 Galloway Rd","","19020","PA","",40.1119151,-74.9367289,"2185 Galloway Rd, Bensalem, PA 19020, USA"
"Bensalem",1923,"3300 Tillman Dr 2nd Fl","","19020","PA","",40.112953,-74.9628014,"3300 Tillman Dr, Bensalem, PA 19020, USA"
"Philadelphia",1924,"700 E Girard Ave","","19125","PA","",39.9716657,-75.1256571,"700 E Girard Ave, Philadelphia, PA 19125, USA"
"Philadelphia",1925,"100 E Lehigh Ave","CHC-2 TPI","19125","PA","",39.9903372,-75.130115,"100 E Lehigh Ave, Philadelphia, PA 19125, USA"
"Philadelphia",1926,"100 E Lehigh Ave","","19125","PA","",39.9903372,-75.130115,"100 E Lehigh Ave, Philadelphia, PA 19125, USA"
"Philadelphia",1927,"535 Pine St","","19106","PA","",39.944066,-75.151582,"535 Pine St, Philadelphia, PA 19106, USA"
"Philadelphia",1928,"700 Walnut St 2nd Fl","","19106","PA","",39.9477842,-75.1538052,"700 Walnut St, Philadelphia, PA 19106, USA"
"Philadelphia",1929,"700 Spruce St Ste 200","","19106","PA","",39.9454075,-75.153524,"700 Spruce St #200, Philadelphia, PA 19106, USA"
"Philadelphia",1930,"235 S 8th St","","19106","PA","",39.9471284,-75.1543181,"235 S 8th St, Philadelphia, PA 19106, USA"
"Philadelphia",1931,"700 Spruce St Ste 304","","19106","PA","",39.9454075,-75.153524,"700 Spruce St #304, Philadelphia, PA 19106, USA"
"Philadelphia",1932,"230 W Washington Sq","Farm Journal Bldg 2nd Fl","19106","PA","",39.946303,-75.1538371,"230 West Washington Square, Pennsylvania Hospital, Farm Journal Building, 2nd Floor, Philadelphia, PA 19106, United States"
"Philadelphia",1933,"3 N 2nd St Ste 3","","19106","PA","",39.9501679,-75.143421,"3 N 2nd St #3, Philadelphia, PA 19106, USA"
"Philadelphia",1934,"230 W Washington Sq 5th Fl","","19106","PA","",39.9463052,-75.1537995,"230 W Washington Square, Philadelphia, PA 19106, USA"
"Philadelphia",1935,"230 W Washington Sq 4 Fl","Farm Journal Bldg","19106","PA","",39.9462987,-75.153785,"230 West Washington Square, Farm Journal Building, 3rd Floor, Philadelphia, PA 19106, United States"
"Philadelphia",1936,"301 S 8th St Ste 1B","","19106","PA","",39.9454833,-75.1543604,"301 S 8th St #1b, Philadelphia, PA 19106, USA"
"Philadelphia",1937,"727 Delancey St","","19106","PA","",39.9450311,-75.1545782,"727 Delancey St, Philadelphia, PA 19106, USA"
"Philadelphia",1938,"601 Walnut St","The Curtis Center","19106","PA","",39.9480207,-75.1513179,"601 Walnut St, Philadelphia, PA 19106, USA"
"Philadelphia",1939,"230 W Washington Sq","","19106","PA","",39.9463052,-75.1537995,"230 W Washington Square, Philadelphia, PA 19106, USA"
"Philadelphia",1940,"700 Spruce St Ste 305","","19106","PA","",39.9454075,-75.153524,"700 Spruce St #305, Philadelphia, PA 19106, USA"
"Philadelphia",1941,"301 S 8th St Ste 4A","","19106","PA","",39.9454833,-75.1543604,"301 S 8th St #4a, Philadelphia, PA 19106, USA"
"Philadelphia",1942,"230 W Washington Sq Ste 101","","19106","PA","",39.9463052,-75.1537995,"230 W Washington Square #101, Philadelphia, PA 19106, USA"
"Philadelphia",1943,"230 W Washington Sq 3rd Fl","","19106","PA","",39.9463052,-75.1537995,"230 W Washington Square, Philadelphia, PA 19106, USA"
"Philadelphia",1944,"230 W Washington Sq","Farm Journal Bldg 5th Fl","19106","PA","",39.9462987,-75.153785,"230 West Washington Square, Farm Journal Building, 3rd Floor, Philadelphia, PA 19106, United States"
"Philadelphia",1945,"301 S 8th St Ste 2C","","19106","PA","",39.9454833,-75.1543604,"301 S 8th St #2c, Philadelphia, PA 19106, USA"
"Philadelphia",1946,"299 S 8th St","","19106","PA","",39.9459633,-75.1545921,"299 S 8th St, Philadelphia, PA 19106, USA"
"Philadelphia",1947,"700 Spruce St","","19106","PA","",39.9454075,-75.153524,"700 Spruce St, Philadelphia, PA 19106, USA"
"Philadelphia",1948,"1810 Liacouras Walk 4th Fl","","19122","PA","",39.980505,-75.156476,"1810 Liacouras Walk (Student Services), 1810 Liacouras Walk, Philadelphia, PA 19122, USA"
"Philadelphia",1949,"1932 Liacouras Walk","","19122","PA","",39.9824845,-75.1557437,"1932 Liacouras Walk, Philadelphia, PA 19122, USA"
"Philadelphia",1950,"1001 Diamond St","","19122","PA","",39.9838048,-75.1496948,"1001 Diamond St, Philadelphia, PA 19122, USA"
"Philadelphia",1951,"805 Locust St","","19107","PA","",39.9472999,-75.1550991,"805 Locust St, Philadelphia, PA 19107, USA"
"Philadelphia",1952,"829 Spruce St Ste 108","","19107","PA","",39.9459568,-75.1558857,"829 Spruce St #108, Philadelphia, PA 19107, USA"
"Philadelphia",1953,"227 N Broad St Ste 200","","19107","PA","",39.9570411,-75.162164,"227 N Broad St #200, Philadelphia, PA 19107, USA"
"Philadelphia",1954,"818 Chestnut St","","19107","PA","",39.949319,-75.154741,"818 Chestnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1955,"800 Walnut St 1 6th Fl","","19107","PA","",39.9478512,-75.1546211,"800 Walnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1956,"800 Spruce St","","19107","PA","",39.9454791,-75.1555225,"800 Spruce St, Philadelphia, PA 19107, USA"
"Philadelphia",1957,"800 Spruce St","Dept Neonatology Newborn Peds","19107","PA","",39.9454496,-75.1555583,"800 Spruce St, Philadelphia, PA 19107, USA"
"Philadelphia",1958,"100 E Penn Sq Wanamaker Bldg 9th Fl","","19107","PA","",39.9512944,-75.1619269,"100 E Penn Sq #9B, Philadelphia, PA 19107, USA"
"Philadelphia",1959,"834 Chestnut St Ste T-171","","19107","PA","",39.9496252,-75.1550996,"834 Chestnut St #171, Philadelphia, PA 19107, USA"
"Philadelphia",1960,"840 Walnut St Ste 920","","19107","PA","",39.9480211,-75.1551375,"840 Walnut St #920, Philadelphia, PA 19107, USA"
"Philadelphia",1961,"1100 Walnut St Ste 601","","19107","PA","",39.9484279,-75.159235,"1100 Walnut St #601, Philadelphia, PA 19107, USA"
"Philadelphia",1962,"1015 Chestnut St Ste 918","","19107","PA","",39.9502224,-75.1576487,"1015 Chestnut St #918, Philadelphia, PA 19107, USA"
"Philadelphia",1963,"800 Walnut Street Washington Sq 9th Fl","","19107","PA","",39.9478512,-75.1546211,"800 Walnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1964,"1015 Chestnut St Ste 1518","","19107","PA","",39.9502224,-75.1576487,"1015 Chestnut St #1518, Philadelphia, PA 19107, USA"
"Philadelphia",1965,"111 S 11th St Ste 8490","","19107","PA","",39.9498262,-75.1584227,"111 S 11th St #8490, Philadelphia, PA 19107, USA"
"Philadelphia",1966,"132 S 10th St Ste 524","","19107","PA","",39.9490885,-75.1576193,"132 S 10th St #524, Philadelphia, PA 19107, USA"
"Philadelphia",1967,"132 S 10th St Ste 3390","","19107","PA","",39.9490885,-75.1576193,"132 S 10th St #3390, Philadelphia, PA 19107, USA"
"Philadelphia",1968,"1015 Chestnut St Ste 1300","","19107","PA","",39.9502224,-75.1576487,"1015 Chestnut St #1300, Philadelphia, PA 19107, USA"
"Philadelphia",1969,"1100 Walnut St 3rd Fl","","19107","PA","",39.9484279,-75.159235,"1100 Walnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1970,"833 Chestnut St 1st Fl","","19107","PA","",39.949905,-75.1549732,"833 Chestnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1971,"925 Chestnut St Ste 320A","","19107","PA","",39.9503505,-75.1565183,"925 Chestnut St #320a, Philadelphia, PA 19107, USA"
"Philadelphia",1972,"111 S 11th St Ste 6270","","19107","PA","",39.9498262,-75.1584227,"111 S 11th St #6270, Philadelphia, PA 19107, USA"
"Philadelphia",1973,"909 Walnut St COB 2nd Fl","","19107","PA","",39.9486075,-75.1562274,"2nd Floor, COB Bldg.,, 909 Walnut St, Philadelphia, PA 19107, United States"
"Philadelphia",1974,"925 Chestnut St 6th Fl","","19107","PA","",39.9503505,-75.1565183,"925 Chestnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1975,"211 S 9th St Ste 402","","19107","PA","",39.9478844,-75.1556228,"211 S 9th St #402, Philadelphia, PA 19107, USA"
"Philadelphia",1976,"833 Chestnut St","","19107","PA","",39.949905,-75.1549732,"833 Chestnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1977,"1020 Sansom St Ste 239","","19107","PA","",39.9496617,-75.1573593,"1020 Sansom St #239, Philadelphia, PA 19107, USA"
"Philadelphia",1978,"211 S 9th St Ste 600","","19107","PA","",39.9478844,-75.1556228,"211 S 9th St #600, Philadelphia, PA 19107, USA"
"Philadelphia",1979,"833 Chestnut St Ste 301B","","19107","PA","",39.949905,-75.1549732,"833 Chestnut St #301b, Philadelphia, PA 19107, USA"
"Philadelphia",1980,"834 Walnut St Ste 110","","19107","PA","",39.9480554,-75.1549951,"834 Walnut St #110, Philadelphia, PA 19107, USA"
"Philadelphia",1981,"900 Walnut St 2nd Fl","","19107","PA","",39.9480344,-75.156207,"900 Walnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1982,"925 Chestnut St Mezzanine Fl","","19107","PA","",39.9503505,-75.1565183,"925 Chestnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1983,"834 Chestnut St","Mezzanine 202 The Ben Franklin House","19107","PA","",39.9496252,-75.1550996,"834 Chestnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1984,"1015 Chestnut St Ste 1321","","19107","PA","",39.9502224,-75.1576487,"1015 Chestnut St #1321, Philadelphia, PA 19107, USA"
"Philadelphia",1985,"833 Chestnut St Ste 701","","19107","PA","",39.949905,-75.1549732,"833 Chestnut St #701, Philadelphia, PA 19107, USA"
"Philadelphia",1986,"1015 Chestnut St Ste 1020","","19107","PA","",39.9502224,-75.1576487,"1015 Chestnut St #1020, Philadelphia, PA 19107, USA"
"Philadelphia",1987,"801 Arch St Ste 104","","19107","PA","",39.953461,-75.1532668,"801 Arch St #104, Philadelphia, PA 19107, USA"
"Philadelphia",1988,"1100 Walnut St 3 MOB","KCC Breast Care Ctr","19107","PA","",39.9484279,-75.159235,"1100 Walnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1989,"111 S 11th St 1 4th Fl","","19107","PA","",39.9498262,-75.1584227,"111 S 11th St, Philadelphia, PA 19107, USA"
"Philadelphia",1990,"909 Walnut St 2nd Fl","","19107","PA","",39.9485887,-75.1562281,"909 Walnut St, Philadelphia, PA 19107, USA"
"Philadelphia",1991,"909 Walnut St 2Fl","","19107","PA","",39.9485887,-75.1562281,"909 Walnut St, Philadelphia, PA 19107, USA"
"Swedesboro",1992,"100 Lexington Rd Ste 130","","08085","NJ","",39.7394911,-75.3272307,"100 Lexington Rd #130, Swedesboro, NJ 08085, USA"
"Ridley Park",1993,"175 E Chester Pike","","19078","PA","",39.8777842,-75.3199349,"175 E Chester Pike, Ridley Park, PA 19078, USA"
"Glenolden",1994,"30 S Macdade Blvd","","19036","PA","",39.904789,-75.293368,"30 S MacDade Blvd, Glenolden, PA 19036, USA"
"Darby",1995,"1503 Lansdowne Ave Ste 3011","","19023","PA","",39.9279501,-75.2679244,"1503 Lansdowne Ave #3011, Darby, PA 19023, USA"
